video,true_label,raw_prediction,mapped_prediction,result,top5,camera_distance,background,skin_color_category,best_background,best_camera
cartwheel_0_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'bend', 'other', 'jump']",camera_far,stadium_01,white,stadium_01,camera_far
cartwheel_0_modified_african.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'bend', 'other', 'jump']",camera_far,stadium_01,african,stadium_01,camera_far
cartwheel_0_modified_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'bend', 'other', 'jump']",camera_far,stadium_01,asian,stadium_01,camera_far
cartwheel_0_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'bend', 'other', 'jump']",camera_far,stadium_01,hispanic,stadium_01,camera_far
cartwheel_0_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'bend', 'other', 'jump']",camera_far,stadium_01,indian,stadium_01,camera_far
cartwheel_0_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'bend', 'other', 'jump']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
cartwheel_0_modified_south_east_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'bend', 'other', 'other']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
cartwheel_1_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'bend', 'jump', 'other']",camera_far,stadium_01,white,stadium_01,camera_far
cartwheel_1_modified_african.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'play catch', 'bend', 'other']",camera_far,stadium_01,african,stadium_01,camera_far
cartwheel_1_modified_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'bend', 'play catch', 'other']",camera_far,stadium_01,asian,stadium_01,camera_far
cartwheel_1_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'bend', 'jump', 'other']",camera_far,stadium_01,hispanic,stadium_01,camera_far
cartwheel_1_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'play catch', 'bend', 'lunge']",camera_far,stadium_01,indian,stadium_01,camera_far
cartwheel_1_modified_middle_eastern.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'bend', 'jump', 'other']",camera_far,stadium_01,middle_eastern,stadium_01,camera_far
cartwheel_1_modified_south_east_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'bend', 'jump', 'other']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
cartwheel_2_initial.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'bend', 'jump']",camera_far,stadium_01,south_east_asian,stadium_01,camera_far
cartwheel_2_modified_african.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'bend', 'play catch']",camera_far,stadium_01,african,stadium_01,camera_far
cartwheel_2_modified_asian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'bend', 'other', 'jump']",camera_far,stadium_01,asian,stadium_01,camera_far
cartwheel_2_modified_hispanic.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'bend', 'jump']",camera_far,stadium_01,hispanic,stadium_01,camera_far
cartwheel_2_modified_indian.mp4,cartwheel,cartwheeling,cartwheel,correct,"['cartwheel', 'other', 'other', 'bend', 'jump']",camera_far,stadium_01,indian,stadium_01,camera_far
